country,file,sheet,question,option,answer,score,What's wrong in Question,How can I improve the question,How can I improve the Options
HBQ,Bangladesh_HBQ.xlsx,boli khela,বলি খেলা উৎসবে প্রায়শই কী পালিত হয়?,"ক) জাতীয় ছুটির দিন, খ) কৃষি ফসল, গ) ধর্মীয় অনুষ্ঠান, ঘ) পারিবারিক সমাবেশ",খ) কৃষি ফসল,0,"The question is factually incorrect. 'বলি খেলা উৎসব' (Bali Khela Utsob) is not a recognized cultural or traditional festival in Bangladesh or South Asia associated with agricultural crops. The term 'বলি খেলা' typically refers to a form of traditional wrestling or physical contest, often linked to religious or community rituals, not agriculture. The correct answer 'কৃষি ফসল' (agricultural crop) is illogical and misleading. The festival, if referring to any real local event, is more likely associated with religious or communal rituals, not crops.",বলি খেলা উৎসবে প্রায়শই কী পালিত হয়?,"['ক) জাতীয় ছুটির দিন', 'খ) ধর্মীয় অনুষ্ঠান', 'গ) কৃষি ফসল', 'ঘ) পারিবারিক সমাবেশ']"
HBQ,Bangladesh_HBQ.xlsx,boli khela,বলি খেলায় বিজয়ী পুরস্কার হিসেবে কী পান?,"ক) এক অঙ্কের টাকা, খ) একটি ট্রফি, গ) একটি স্বর্ণপদক, ঘ) একটি ষাঁড় বা একটি গরু",ঘ) একটি ষাঁড় বা একটি গরু,1,no mistake,no correction needed,no correction needed
HBQ,Bangladesh_HBQ.xlsx,boli khela,বলি খেলা ম্যাচের একটি অনন্য বৈশিষ্ট্য কী?,"ক) জল-ভিত্তিক প্রতিযোগিতা, খ) ধৈর্যের উপর মনোযোগ দিন, গ) অস্ত্র ছাড়াই একটি কুস্তি প্রতিযোগিতা, ঘ) একটি বল জড়িত।",গ) অস্ত্র ছাড়া কুস্তি প্রতিযোগিতা,0,"The question asks about 'বলি খেলা' (Boli Khela), which is a traditional Bengali form of folk wrestling, but the phrasing 'একটি অনন্য বৈশিষ্ট্য কী?' (What is a unique feature?) is vague and misleading. The correct answer option (গ) says 'অস্ত্র ছাড়াই একটি কুস্তি প্রতিযোগিতা' — which is redundant since all wrestling is unarmed by definition. Also, the term 'বলি খেলা' is not a 'ম্যাচ' (match) in the modern sports sense; it's a traditional rural contest. The option 'ঘ) একটি বল জড়িত' is factually wrong and distracts, as no ball is involved. The correct answer is technically right but poorly worded.",বলি খেলার একটি প্রধান বৈশিষ্ট্য কী?,"['ক) জল-ভিত্তিক প্রতিয���গিতা', 'খ) ধৈর্যের উপর মনোযোগ দেওয়া হয়', 'গ) অস্ত্র ছাড়া শারীরিক সংঘর্ষের মাধ্যমে বিজয় লাভ', 'ঘ) একটি বল ব্যবহার করা হয়']"
HBQ,Bangladesh_HBQ.xlsx,boli khela,বলি খেলায় অংশগ্রহণকারীরা কী ধরণের প্রশিক্ষণের মধ্য দিয়ে যেত?,"ক) আনুষ্ঠানিক শিক্ষা, খ) শারীরিক প্রশিক্ষণ এবং কুস্তি, গ) মানসিক ব্যায়াম, ঘ) কৃষি কৌশল",খ) শারীরিক প্রশিক্ষণ এবং কুস্তি,1,no mistake,no correction needed,no correction needed
HBQ,Bangladesh_HBQ.xlsx,boli khela,কোন সম্প্রদায় মূলত বলি খেলা উদযাপন করে?,"ক) বাঙালি মুসলমান, খ) বাঙালি হিন্দু, গ) উপজাতি সম্প্রদায়, ঘ) বাঙালি মুসলমান এবং হিন্দু উভয়ই",ঘ) বাঙালি মুসলিম এবং হিন্দু উভয়ই,0,"The question uses 'বলি খেলা' which is not a standard or recognized term in Bengali sports or cultural context. It appears to be a misspelling or misrepresentation of 'বলি খেলা' (possibly intended as 'বলি খেলা' = 'Bali Khela'), but no such traditional sport is widely known by this name in Bangladesh or West Bengal. The correct term likely intended is 'বলি খেলা' as a miswriting of 'বৈশাখী বলি' or 'বালি খেলা' (a regional festival game), but even then, it's not accurately associated with both communities in standard cultural knowledge. The answer claims both Muslim and Hindu Bengalis celebrate it, but without a clear, verified cultural practice tied to the term 'বলি খেলা', the question is factually unsound.",কোন সম্প্রদায় মূলত বৈশাখী বলি উদযাপন করে?,"['ক) বাঙালি মুসলমান', 'খ) বাঙালি হিন্দু', 'গ) উপজাতি সম্প্রদায়', 'ঘ) বাঙালি মুসলিম এবং হিন্দু উভয়ই']"
HBQ,Bangladesh_HBQ.xlsx,boli khela,বাংলাদেশের সাংস্কৃতিক পরিচয়ে বলি খেলা কীভাবে গুরুত্বপূর্ণ?,"ক) এটি রাজতন্ত্র উদযাপন করে, খ) এটি ধর্মীয় অনুশীলনের সাথে যুক্ত, গ) এটি শারীরিক দক্ষতা এবং ঐতিহ্যকে তুলে ধরে, ঘ) এটি রাজকীয় ইতিহাস উদযাপন করে",গ) এটি শারীরিক দক্ষতা এবং ঐতিহ্যকে তুলে ধরে,0,"The question incorrectly refers to 'বলি খেলা' (Bali Khela), which is not a recognized cultural practice in Bangladesh. This appears to be a factual error — 'Bali Khela' is not a traditional sport or cultural activity in Bangladesh; the intended reference is likely 'Kabaddi' (কবাডি), which is a well-known traditional sport in Bangladesh. The question as written misrepresents cultural reality.",বাংলাদেশের সাংস্কৃতিক পরিচয়ে কবাডি খেলা কীভাবে গুরুত্বপূর্ণ?,"['ক) এটি রাজতন্ত্র উদযাপন করে', 'খ) এটি ধর্মীয় অনুশীলনের সাথে যুক্ত', 'গ) এটি শারীরিক দক্ষতা এবং ঐতিহ্যকে তুলে ধরে', 'ঘ) এটি রাজকীয় ইতিহাস উদযাপন করে']"
HBQ,Bangladesh_HBQ.xlsx,boli khela,"বলি খেলায়, খেলার সময় শরীরের কোন অংশটি সবচেয়ে বেশি ব্যস্ত থাকে?","ক) হাত, খ) পা, গ) কোর, ঘ) বাহু",গ) কোর,0,"The question is about 'বলি খেলা' (Boli Khela), which is not a recognized or standard sport. It appears to be a mistranslation or misnomer. The intended sport is likely 'কাবাডি' (Kabaddi), where the core (কোর) is indeed the most active body part. The question as written is factually incorrect because 'বলি খেলা' does not exist as a formal sport.","কাবাডি খেলায়, খেলার সময় শরীরের কোন অংশটি সবচেয়ে বেশি ব্যস্ত থাকে?","['ক) হাত', 'খ) পা', 'গ) কোর', 'ঘ) বাহু']"
HBQ,Bangladesh_HBQ.xlsx,boli khela,বলি খেলার কিংবদন্তি কাদের বলে মনে করা হয়?,"ক) রাজনীতিবিদ, খ) বিখ্যাত কুস্তিগীর, গ) কৃষক, ঘ) কবি",খ) বিখ্যাত কুস্তিগীর,1,no mistake,no correction needed,no correction needed
HBQ,Bangladesh_HBQ.xlsx,boli khela,বলি খেলায় স্থানীয় সম্প্রদায়ের ভূমিকা কী?,"ক) ম্যাচ আয়োজন, খ) শুধুমাত্র দর্শক, গ) প্রতিযোগী, ঘ) প্রশাসক",ক) ম্যাচ আয়োজন,0,"The question is factually incorrect. 'বলি খেলা' (Boli Khela) is a traditional Bengali folk sport, primarily played in rural Bangladesh and West Bengal, India, where the local community acts as both participants (players) and organizers. The claim that the local community's role is only 'ম্যাচ আয়োজন' (match organization) is misleading and incomplete. The community is not just an organizer but also the core participant group. Additionally, 'শুধুমাত্র দর্শক' (only spectators) is factually wrong, as they actively play. The correct role is 'প্রতিযোগী' (competitor/player).",বলি খেলায় স্থানীয় সম্প্রদায়ের প্রধান ভূমিকা কী?,"['ক) ম্যাচ আয়োজন', 'খ) শুধুমাত্র দর্শক', 'গ) প্রত��যোগী', 'ঘ) প্রশাসক']"
HBQ,Bangladesh_HBQ.xlsx,boli khela,বলি খেলা প্রতিযোগিতার প্রধান স্থান কোনটি?,"ক) স্টেডিয়াম, খ) গ্রামের মাঠ, গ) নদীর তীর, ঘ) বাজার স্থান",খ) গ্রামের মাঠ,0,"The question is ambiguous and factually incorrect. 'বলি খেলা' (Boli Khela) is not a widely recognized or standardized sport with a fixed primary venue; it is a traditional rural folk game in parts of Bangladesh and India, often played in open fields or village grounds, but labeling 'গ্রামের মাঠ' as the 'প্রধান স্থান' (main place) is overly simplistic and lacks context. The question implies a definitive answer where none exists in formal sports taxonomy.",বলি খেলা প্রতিযোগিতাগুলি সাধারণত কোথায় অনুষ্ঠিত হয়?,"['ক) স্টেডিয়াম', 'খ) গ্রামের মাঠ', 'গ) নদীর তীর', 'ঘ) বাজার স্থান']"
HBQ,Bangladesh_HBQ.xlsx,boli khela,কোন বাঙালি উৎসবে বলি খেলা অন্যতম আকর্ষণ হিসেবে স্থান পায়?,"ক) দুর্গাপূজা, খ) পহেলা বৈশাখ, গ) ঈদুল ফিতর, ঘ) বড়দিন",খ) পহেলা বৈশাখ,1,no mistake,no correction needed,no correction needed
HBQ,Bangladesh_HBQ.xlsx,boli khela,"বলি খেলায়, যদি একজন কুস্তিগীরকে রিং থেকে বের করে দেওয়া হয় তাহলে কী হবে?","ক) তারা ম্যাচ হেরে যায়, খ) তারা দ্বিতীয় সুযোগ পায়, গ) খেলা চলতে থাকে, ঘ) অন্য কুস্তিগীর একটি পয়েন্ট জিতে নেয়",ক) তারা ম্যাচটি হেরে যায়,0,"The question refers to 'বলি খেলা' (Boli Khela), which is not a recognized sport. The context implies wrestling (কুস্তি), but 'বলি খেলা' is a Bengali term for a traditional game involving pulling or tugging, not Olympic-style wrestling. This causes factual inaccuracy. The correct term should be 'কুস্তি' (kusti) or 'বাংলাদেশী কুস্তি' if referring to traditional South Asian wrestling. The answer is correct for wrestling, but the question mislabels the sport.","কুস্তি খেলায়, যদি একজন কুস্তিগীরকে রিং থেকে বের করে দেওয়া হয় তাহলে কী হবে?","['ক) তারা ম্যাচটি হেরে যায়', 'খ) তারা দ্বিতীয় সুযোগ পায়', 'গ) খেলা ��লতে থাকে', 'ঘ) অন্য কুস্তিগীর একটি পয়েন্ট জিতে নেয়']"
HBQ,Bangladesh_HBQ.xlsx,boli khela,বলি খেলায় অংশগ্রহণকারীদের মধ্যে কোন শারীরিক বৈশিষ্ট্যটি অত্যন্ত মূল্যবান?,"ক) গতি, খ) নমনীয়তা, গ) শক্তি, ঘ) উচ্চতা",গ) শক্তি,0,"The question is ambiguous and factually misleading. 'বলি খেলা' (Boli Khela) is not a recognized sport in standard sports science or Bangladeshi/Indian physical culture. It may be a mistranslation or misnomer for 'Kabaddi'. Assuming it refers to Kabaddi, the most critical physical attribute is not 'শক্তি' (strength) alone, but rather 'নমনীয়তা' (flexibility) and 'গতি' (speed), with endurance and agility being more central than raw strength. The correct answer is therefore likely incorrect based on actual Kabaddi requirements.",কবাডি খেলায় অংশগ্রহণকারীদের মধ্যে কোন শারীরিক বৈশিষ্ট্যটি অত্যন্ত মূল্যবান?,"['ক) গতি', 'খ) নমনীয়তা', 'গ) শক্তি', 'ঘ) স্থায়িত্ব']"
HBQ,Bangladesh_HBQ.xlsx,boli khela,বলি খেলা কোন সাংস্কৃতিক দিককে প্রতিনিধিত্ব করে?,"ক) কৃষিভিত্তিক জীবনধারা, খ) ধর্মীয় অনুশীলন, গ) সামরিক প্রশিক্ষণ, ঘ) রাজকীয় ঐতিহ্য",ক) কৃষিভিত্তিক জীবনধারা,0,"The question is factually incorrect. 'বলি খেলা' (Bali Khela) is not a recognized cultural activity in Bangladesh or South Asia associated with agricultural life. It appears to be a fabricated or misinterpreted term. There is no widely documented cultural practice by this name that represents agricultural life, and the correct answer provided is baseless. The term may be confused with 'Bali' (a place in Indonesia) or 'Khela' (game), but no authentic cultural context supports this MCQ.",Which of the following cultural practices in Bangladesh is traditionally associated with agricultural cycles and community festivals?,"['ক) পুজো উৎসব', 'খ) বৈশাখী মেলা', 'গ) কৃষি উৎসব', 'ঘ) নৌকা বাহি']"
HBQ,Bangladesh_HBQ.xlsx,boli khela,বলি খেলা খেলার জন্য সাধারণত কোন ধরণের ভূখণ্ড ব্যবহার করা হয়?,"ক) বালি, খ) কাদা, গ) ঘাস, ঘ) কংক্রিট",খ) কাদা,0,"The question asks about 'বলি খেলা' (Bali Khela), which is not a recognized sport. It appears to be a mistranslation or misinterpretation of 'বালি খেলা' (Bali Khela), meaning 'sand game' — likely referring to sand volleyball or similar. The correct answer is given as 'কাদা' (mud), which is factually incorrect for any standard sand-based sport. Sand volleyball is played on sand, not mud. The question and answer are both factually wrong.",বালি খেলা (স্যান্ড ভলিবল) খেলার জন্য সাধারণত কোন ধরণের ভূখণ্ড ব্যবহার করা হয়?,"['ক) বালি', 'খ) কাদা', 'গ) ঘাস', 'ঘ) কংক্রিট']"
HBQ,Bangladesh_HBQ.xlsx,boli khela,বলি খেলায় বিজয়ী ঐতিহ্যগতভাবে কীভাবে উদযাপন করা হয়?,"ক) মুকুট সহ, খ) ষাঁড় বা গরু সহ, গ) ভোজ সহ, ঘ) পদক সহ",খ) একটি ষাঁড় বা গরুর সাথে,0,"The question is in Bengali and refers to 'বলি খেলা' (Bali Khela), which is not a widely recognized or standard sport. The term may be a mistranslation or misinterpretation of 'Bullock racing' or 'Jallikattu' (a traditional bull-taming sport in Tamil Nadu, India). The correct cultural context is likely Jallikattu or similar bull-related events, not 'বলি খেলা'. The answer mentions 'ষাঁড় বা গরু' (bull or cow), which aligns with such traditions, but the question's terminology is misleading and factually inaccurate as phrased. Additionally, the correct answer option is written inconsistently ('একটি ষাঁড় বা গরুর সাথে') compared to the option label ('খ) ষাঁড় বা গরু সহ'), causing confusion.","প্রাচীন ভারতীয় ঐতিহ্যগত খেলায়, যেখানে ষাঁড়কে নিয়ন্ত���রণ করা হয়, বিজয়ীকে ঐতিহ্যগতভাবে কীভাবে পুরস্কৃত করা হয়?","['ক) মুকুট সহ', 'খ) ষাঁড় বা গরু সহ', 'গ) ভোজ সহ', 'ঘ) পদক সহ']"
